interaction_id,user_id,timestamp,input_length,response_length,response_time_ms,token_usage,satisfaction_score,retry_count,model_version,device_type,network_latency,ambiguity,creativity,factual_density,personalization,anomaly_flag,outlier_score,drift_score
168,6,1737730980,57,103,282,160,4,2,2,1,77,0.06986442597481102,0.14736326652474574,0.18458469582464565,0.24423404855814423,0,0.9297924059242851,0.7201797790003355
169,3,1737738060,44,81,320,125,3,1,1,1,41,0.5998678448275786,0.5990784689543349,0.6394439539862674,0.8052953571950614,0,0.22249775536660854,0.6109678191132942
170,4,1737755100,45,84,310,129,2,0,3,1,45,0.10707057283161614,0.7787908081266032,0.2100691470594046,0.21444250177846536,0,0.17950074083870793,0.7459659347095227
171,8,1737755280,65,137,416,202,1,3,1,0,71,0.27666406426648527,0.5968937014738136,0.5530874239208862,0.9058209521713505,0,0.5353643690407835,0.11889126812485673
172,2,1737835020,30,32,198,62,2,1,3,0,13,0.5071863930484379,0.8093514530182451,0.8348119291439021,0.7066456991420821,0,0.42730173783139014,0.7614089463341772
173,9,1737836160,73,134,390,207,3,0,4,0,89,0.2863596223572976,0.5914773410703692,0.38981964846209005,0.05471992664705971,0,0.796986077315465,0.20814010336847644
174,2,1737852480,29,77,308,106,4,1,4,0,98,0.2149963424200444,0.7973212473484868,0.3784721897419292,0.799287118661663,0,0.04201004130436725,0.8768268228395328
175,3,1737853020,43,42,250,85,2,3,2,0,5,0.7031854149056544,0.9765225011333006,0.036140336891073765,0.5064335403599074,0,0.6177258244112199,0.24493131235079557
176,8,1737856680,89,163,491,252,2,1,4,1,48,0.5469993414022956,0.3909598079682246,0.2540845784245549,0.4526488963130514,0,0.7106791428978765,0.4919923836904402
177,10,1737861000,75,123,360,198,3,3,2,0,35,0.8397612482502805,0.1499421769268947,0.6981914596192744,0.4205111926984868,0,0.9719167608239669,0.48726629665663423
178,3,1737872400,56,93,375,149,1,1,3,0,44,0.5812395946554776,0.13539681170495765,0.36039124513219645,0.6066300664409169,0,0.14576320023983547,0.2688503203920135
179,4,1737873060,38,50,231,88,2,3,3,1,41,0.48344721177377836,0.597477596656598,0.15829891728992196,0.7245785007829613,0,0.24624321870946764,0.36170958441959444
180,12,1737877860,45,77,305,122,1,2,1,0,66,0.2612563516107882,0.547103065855342,0.10576773376032711,0.8959766157245607,0,0.9324432315692422,0.18559674907559198
181,12,1737880440,56,137,408,193,3,0,1,0,47,0.7920658750912973,0.18423537854203076,0.09505337815070891,0.2729448129472253,0,0.6306288454833006,0.5701006974585494
182,7,1737881700,55,73,278,128,3,2,1,1,31,0.19687100856436723,0.8821049626676735,0.6591334331178952,0.6307762729104237,0,0.038049032735511634,0.9130280253334802
183,6,1737899880,53,72,227,125,3,1,4,1,46,0.24222841097316028,0.9567483684541884,0.6126214787935487,0.6863426114681299,0,0.07734400225577898,0.3166075723616504
184,5,1737905040,54,71,297,125,4,0,4,1,60,0.84158859675307,0.2532156431033017,0.5185210056020849,0.6747971397868926,0,0.7854405606276683,0.5080626097714577
185,8,1737906060,51,126,514,177,2,2,2,0,26,0.7411925257292111,0.20688293090106702,0.5003264481591394,0.4930006477829699,0,0.5674744984564157,0.8618806119086495
186,8,1737912240,29,42,185,71,5,0,4,1,17,0.6128734889795205,0.21392185230754723,0.15313685268787158,0.3910225482037011,0,0.5654154816188739,0.4524990469454725
187,4,1737914340,45,80,283,125,5,2,1,0,89,0.038920530786573426,0.38742152969135946,0.5006042247600873,0.7623788170670917,0,0.8798656433112854,0.8312603284579195
188,1,1737914400,71,119,335,190,1,3,4,0,37,0.12725761828472648,0.8532271752989463,0.05993777660037991,0.30000980404080135,0,0.24109791937122826,0.4463906651698697
189,2,1737915540,30,35,165,65,5,0,1,0,47,0.49995746018760967,0.5959606099411179,0.9258584586026879,0.20805316239824312,0,0.16043098182201998,0.4402424667108733
190,12,1737928440,51,87,371,138,1,1,1,1,42,0.746338923482891,0.06755343173266992,0.05802755400260684,0.5458291937601238,0,0.6138059476220805,0.157239962179342
191,6,1737928500,40,121,328,161,2,2,4,0,60,0.4641008641918233,0.4729790851720672,0.4235301948939185,0.26761085766217696,0,0.8824230976538834,0.12497882442661401
192,6,1737933600,57,130,356,187,3,0,2,0,85,0.017293024414783087,0.09033168302809258,0.000571056403172232,0.033233162764539026,0,0.26525064466761816,0.6114967442944877
193,6,1737941160,48,69,178,117,1,1,2,0,61,0.1842699986668217,0.4062141140084401,0.7861504387832445,0.05157574338230542,0,0.681294364791352,0.8273335246787206
194,10,1737944340,81,158,398,239,2,1,4,0,19,0.5887666996202181,0.403520142303317,0.16617018853563004,0.6950105263868747,0,0.15237903185827417,0.13540648685019363
195,1,1737952980,64,98,230,162,1,0,2,0,22,0.6942170596879913,0.6483526657096457,0.9249160178216781,0.9731458459920731,0,0.17190869582914892,0.9100939461069877
196,1,1737972660,31,20,191,51,3,3,4,0,42,0.033428312711904384,0.549453966963101,0.04397774786056452,0.454688383626075,0,0.9015100578627374,0.35887980186433643
197,4,1737979380,67,140,539,207,5,1,1,0,44,0.04333175346050033,0.874754782339086,0.8207873345644269,0.14706112558473416,0,0.11796499490637535,0.4252572065208218
198,6,1737985680,41,97,295,138,5,3,1,1,15,0.26131011545636296,0.016275182665472343,0.6566378128155882,0.8180832105293531,0,0.024345536655194677,0.8944534020181291
199,9,1737987300,44,100,236,144,2,2,2,1,66,0.08350169538656493,0.7739988220946491,0.24973571888589052,0.26143589697371983,1,0.7749404481107842,0.8962964503214064
200,6,1737994080,60,98,360,158,3,3,3,1,28,0.5419462321933647,0.022658340955841738,0.20241960923059488,0.9956264616038806,0,0.36250954852518036,0.524858876911572
201,6,1738019100,46,79,241,125,3,3,1,1,79,0.12370198195668047,0.304289828476366,0.35767793337702236,0.5632641658270601,0,0.39665855220213087,0.2767649444533409
202,12,1738025340,71,142,468,213,3,2,1,1,86,0.6482193349014225,0.8796631381795634,0.8284028831753549,0.23263254856010063,0,0.7998575449081955,0.17193947233817586
203,2,1738033200,41,81,267,122,4,1,3,1,45,0.777225319307587,0.6904141716771217,0.8619565483354555,0.4960047695243439,0,0.17993579157734818,0.27158004743054653
204,7,1738064220,43,69,226,112,5,1,2,0,58,0.9705166637521067,0.1719966783661433,0.17528537952432577,0.3353812718296486,0,0.6503269415210357,0.7806273976251249
205,7,1738068480,43,45,201,88,3,3,2,1,25,0.9484069616377143,0.49078454411194294,0.3534480396843307,0.7794719846269478,0,0.3135283288376345,0.32459080221364955
206,6,1738068960,44,81,319,125,1,1,1,0,62,0.2733651502352782,0.7219041809779858,0.23749138390225388,0.10581588580805579,0,0.10426846064684414,0.6945614610330086
207,10,1738091640,74,154,416,228,5,2,1,1,40,0.029409602623172826,0.9373433213395294,0.1226428476378979,0.8570027170325483,0,0.6874960489700879,0.19520082227959712
208,4,1738099080,66,94,283,160,5,0,1,0,28,0.32941221611176796,0.6343211992182037,0.646449387528928,0.7673368942641347,0,0.3186641345509361,0.4785036326888996
209,12,1738100580,85,165,440,250,2,3,3,0,44,0.7084801187126533,0.024675411432927286,0.3458710232355353,0.8613638039014875,0,0.8666041042800707,0.3521062160588222
210,4,1738101480,95,177,410,272,3,2,1,1,40,0.05980120927253929,0.49970185969628356,0.2253840447763341,0.8949937460416648,0,0.9190356502319008,0.5036123233202306
211,7,1738108680,36,79,297,115,5,1,1,0,43,0.3597126576714287,0.15296163917082772,0.8659977735019763,0.22977782294308124,0,0.8490517619209528,0.5699452909201765
212,7,1738125600,56,118,266,174,3,2,4,0,68,0.29803454754690695,0.04777955047492133,0.7483179309035665,0.5210058072286208,0,0.3223517474354619,0.9909349646344452
213,11,1738125900,33,45,187,78,3,1,2,1,34,0.2193456358189767,0.5985106346815843,0.7737611486963425,0.8499222201663773,0,0.23658262435965616,0.8998950471892022
214,6,1738126680,41,41,239,82,5,0,3,0,84,0.7061307547303153,0.7769219025104245,0.03919589118328015,0.3773879721161115,0,0.8928006424077998,0.6958664775241907
215,4,1738127880,43,66,267,109,5,3,2,0,23,0.6590970050243741,0.0360605554964043,0.9151304492310662,0.06040757679563247,1,0.45294698387646126,0.1537434705304187
216,1,1738129680,35,80,309,115,3,3,4,1,82,0.5354940940343433,0.7835892709655194,0.5747383779742352,0.29163435653851655,0,0.7077397235580157,0.9190285563392183
217,5,1738140420,36,53,222,89,1,3,4,1,29,0.9107746396815976,0.7063878798115087,0.5038028046845188,0.24192031147481086,0,0.8271642014106343,0.8925860707079997
218,10,1738141020,52,79,336,131,3,1,2,0,49,0.10313885273027246,0.7519868881683613,0.010585346027781162,0.8700626186891045,0,0.2776866548678225,0.8867034300742388
219,1,1738161600,33,22,210,55,4,1,3,0,40,0.14968922447813082,0.24472837271570047,0.8976622104341047,0.46384634940914826,0,0.11909742793479017,0.4790168643530559
220,11,1738188780,70,161,464,231,2,0,2,1,43,0.3834496792194131,0.3935954554934291,0.5438904704860006,0.6835442374463132,0,0.6248275633432858,0.17070671106105684
221,7,1738242720,38,84,334,122,3,2,4,0,66,0.6558820518629006,0.11975082720721897,0.8251534623405353,0.9621191496915854,0,0.5901922557632251,0.7544032149689216
222,2,1738242780,105,204,565,309,4,1,2,0,79,0.5840792922454121,0.2388909502344665,0.6555109607382937,0.29918785238520373,0,0.2702000726585758,0.3885150389904235
223,4,1738245060,46,102,302,148,1,3,4,0,73,0.07404268746793197,0.3027896714774301,0.7966936135108804,0.7611995575273958,0,0.5847067213853422,0.34456828969223496
224,7,1738252980,56,112,276,168,3,3,3,1,41,0.9584248037464674,0.31943663953678614,0.6929317485578024,0.022764121518721425,0,0.7903572544783429,0.39078201255927736
225,4,1738253700,31,50,241,81,4,0,3,0,53,0.3050648164613915,0.1750398880968118,0.9209639023358267,0.10411617531152817,0,0.3500109823441274,0.5590705574658124
226,2,1738298100,85,149,445,234,2,3,2,0,34,0.35897261378309386,0.18871179807114336,0.2254841863395497,0.1618650900032781,0,0.2423177189255722,0.333518830744159
227,8,1738334340,75,126,426,201,3,0,4,0,30,0.6236297990434235,0.9014703997921601,0.20210010473290718,0.3124183368725084,0,0.7250012136095562,0.6899206109981184
228,9,1738341720,60,160,393,220,4,1,3,0,27,0.9451655174597346,0.7838936148156058,0.712541561945122,0.4029872151293784,0,0.7858720166817947,0.6477237957436626
229,2,1738363260,30,65,204,95,1,1,4,1,41,0.662688239103272,0.34447770349143736,0.501394800583469,0.47701589073225437,0,0.9542894378689203,0.5088626138269003
230,4,1738385580,58,95,332,153,4,3,4,0,54,0.9547733295477041,0.9476435394809607,0.59916117033487,0.24533134628339748,0,0.14758582291747113,0.05397323168549528
231,3,1738393680,34,70,256,104,2,2,1,0,11,0.18759111882047896,0.2389227127923239,0.708542469191227,0.06621531961013594,0,0.8892641018881947,0.9365426823711723
232,8,1738398900,81,125,275,206,2,3,4,0,49,0.618809928972935,0.4068204534500507,0.5474281970000026,0.6775230918402433,0,0.7650988111899024,0.4116962831203902
233,9,1738420560,69,154,446,223,4,2,4,1,80,0.8288788918762848,0.8135253114345706,0.7876934476661962,0.023661353534264462,0,0.7018999079308879,0.44945319428588726
234,9,1738426980,56,87,201,143,1,3,1,1,72,0.5090244682548472,0.44288637020362664,0.31886735593585247,0.8094706348587248,0,0.31305362919037816,0.45603251224316566
235,12,1738453740,11,29,130,40,1,3,4,1,38,0.36217367582934046,0.23462532290814597,0.8589904435996921,0.9291548251512014,0,0.02219295118815412,0.3650279582384691
236,10,1738464600,37,87,361,124,3,3,3,0,22,0.9847585300318772,0.36853546762148837,0.10767635292560074,0.7103689136596344,0,0.5075504941194423,0.6745879106180097
237,4,1738471980,67,128,467,195,5,1,2,0,59,0.1409873403966605,0.5007210723746816,0.6340039769611868,0.5959605172748319,0,0.2857693764857162,0.013917695823849274
238,2,1738477380,76,138,335,214,1,1,1,0,5,0.41092952752865664,0.6206443836603374,0.8901325075267976,0.6570185293286328,0,0.2898210189266912,0.8735083293106788
239,8,1738481040,74,133,369,207,4,3,2,0,72,0.8733737525606602,0.4056064995815233,0.25269412790170465,0.6522220466175943,0,0.9271385771926535,0.10243902526956028
240,11,1738483380,26,45,212,71,1,3,1,1,45,0.9004807465059209,0.43130433111997424,0.32683467492391294,0.9317051360665005,0,0.15296889205320918,0.9997136751048175
241,12,1738483440,60,96,401,156,3,3,3,1,86,0.9803821015597741,0.2639436128014252,0.3054417784927389,0.9643058711939674,0,0.9342323795905538,0.628082629176721
242,3,1738486740,73,122,339,195,3,2,3,0,15,0.8848475922643815,0.5353472984174117,0.5642637117750338,0.42671164190822175,0,0.50380671001074,0.06624647410468398
243,3,1738486920,25,74,244,99,3,3,3,1,68,0.050957025387412536,0.21945623376954637,0.4128718155651485,0.6170791761484181,0,0.8382792760609368,0.562437059426841
244,1,1738489620,54,95,387,149,1,2,3,1,47,0.9297664996274883,0.8675262181080758,0.10795928499490237,0.8028070537341723,0,0.2835875714419104,0.3313077924656147
245,2,1738525320,59,90,281,149,4,2,2,0,43,0.4281671914067853,0.7473670702663014,0.89128722175646,0.0010381571721375105,0,0.6339206640847351,0.9530432231262337
246,7,1738552020,49,77,310,126,2,0,3,1,22,0.651619187456582,0.4102789884141841,0.20467662915867413,0.5270159168277156,0,0.5565883957234168,0.7554710047818848
247,7,1738577940,21,59,164,80,4,2,4,0,61,0.3942758691671191,0.7472278470328477,0.5340800109885296,0.6528763398176977,0,0.9241660894178338,0.5070146686484364
248,5,1738582260,49,101,313,150,4,2,1,0,63,0.8136680766135487,0.006995941809373019,0.5948048959372615,0.7172054497375816,0,0.17929842684242103,0.4297773995074745
249,4,1738614480,49,99,235,148,3,3,2,0,85,0.5759192763227661,0.34448922264239656,0.0407518436475417,0.36878940939628113,0,0.20456988974247958,0.9958688657895364
250,10,1738626840,52,88,243,140,2,3,4,1,70,0.8455446425540043,0.44030114814678856,0.09571232765433724,0.29564442061159224,0,0.9489643994535446,0.6673840849607608
251,6,1738627320,44,90,341,134,4,1,4,1,38,0.19377147152076724,0.4697985075456973,0.9716897104295517,0.1821425665679085,0,0.09796462078610502,0.5139297423912409
252,10,1738630140,47,71,259,118,5,1,4,0,29,0.18498309475490227,0.7487314777103389,0.6645123401493824,0.5578155490526845,0,0.6346824690439964,0.39794411742029534
253,12,1738641780,54,92,288,146,5,3,1,1,22,0.440376801584787,0.9628074275617138,0.03356517704642692,0.9193034322521215,0,0.060564113215253124,0.3245828574405618
254,4,1738643640,62,130,342,192,5,3,2,0,79,0.004751544962480536,0.37999713044280303,0.7941992206529987,0.8959781507240482,0,0.07699080812060333,0.7054194238016294
255,3,1738644900,49,105,318,154,2,0,1,0,34,0.6928529548962581,0.3505998495278747,0.5085428092774855,0.3599659271576924,0,0.5971487429017218,0.5878855149060273
256,12,1738660320,47,64,263,111,3,1,4,0,79,0.296053727808011,0.6105152265803961,0.07519957207847561,0.25785513993820264,0,0.5513679621540587,0.8481848353039325
257,8,1738660380,56,83,335,139,2,3,3,1,60,0.5572993462144499,0.2812536141915789,0.6807520980477912,0.788793822670777,0,0.5730261987535927,0.5535607233033744
258,4,1738660740,20,38,64,58,5,0,1,1,56,0.07000356046084688,0.14135033381518924,0.4993518058684685,0.7249800182441882,0,0.4736520965499429,0.5823313901318106
259,8,1738681800,63,147,372,210,5,3,1,0,43,0.17064435938269396,0.9615408704921987,0.20491980111092323,0.5053398311374923,0,0.7423593405816048,0.47735649484318043
260,7,1738685520,54,58,243,112,5,0,3,1,63,0.6228591700219328,0.8095299568090221,0.8777022720888196,0.3890302595388575,0,0.9921885363648986,0.7626209462910666
261,11,1738714560,55,104,323,159,1,0,4,1,49,0.3056626271110431,0.9584995530241278,0.29137985830025415,0.12379790374517496,0,0.2757812463903556,0.41499217609851824
262,4,1738731120,72,102,344,174,2,3,4,1,42,0.2147219425856337,0.21783287868391665,0.2845566354533078,0.7851385890922365,0,0.32343966731494844,0.8519396047299149
263,12,1738743480,19,21,175,40,4,2,4,0,63,0.22884650080776792,0.017809214969670584,0.27277358179227873,0.6174644435816974,0,0.3230495423432147,0.32704476115479997
264,12,1738748100,19,26,156,45,4,2,4,1,47,0.21481936472549545,0.4372615757381064,0.7674557770890512,0.3768816797380167,0,0.7632689463058524,0.6926250463809654
265,3,1738749960,59,97,287,156,2,3,4,0,34,0.6228509494305482,0.9336089629915812,0.7061186703805321,0.9187879760667995,0,0.34801550112372814,0.8929708990996522
266,2,1738750740,54,86,279,140,1,1,4,0,61,0.16769121446945712,0.1383253388717589,0.9031456854703575,0.6596727064118622,0,0.6767370675826506,0.7690738636961211
267,7,1738766220,58,104,385,162,1,2,4,0,48,0.36270635917989036,0.11718552283459838,0.22933921958427972,0.9292388668437462,0,0.44588755701192884,0.3426081425159513
268,1,1738767300,46,72,227,118,4,2,2,1,59,0.6878868655934522,0.06895278424584206,0.7863645955428084,0.4744124603396439,0,0.6078046670230125,0.7063390029507729
269,4,1738769460,66,89,294,155,3,2,4,1,40,0.5136710573476506,0.7650179989319748,0.573045576528096,0.4546178240639299,0,0.8290153728048992,0.20698481460997364
270,6,1738777740,71,143,415,214,3,1,4,1,25,0.5972808707754839,0.7859265338335389,0.30867960965266783,0.9372392903140796,0,0.5140586875542057,0.058165079451809376
271,12,1738778160,63,128,454,191,5,2,1,1,84,0.2509069794637485,0.695376055663464,0.03545413240775064,0.9597914282435333,0,0.47517320084670556,0.7913817396448508
272,12,1738789800,50,106,316,156,1,1,3,1,80,0.9327148731652056,0.05329184512233609,0.8189475498511101,0.9607673188788862,0,0.266974583605303,0.8080091152316655
273,2,1738790520,17,5,177,22,4,2,2,1,67,0.4138792483163356,0.7232883358152038,0.24107137151335634,0.8188973939074429,0,0.5159045818197838,0.0229309389155975
274,11,1738792680,68,128,437,196,2,3,1,1,42,0.28696393661233455,0.4486288084616872,0.6317430362149195,0.4624061448243386,0,0.2624122729096039,0.9477950138699737
275,2,1738793520,76,150,416,226,5,1,1,1,43,0.9043261840584723,0.15789442193660497,0.5488679360598125,0.2102992942690588,0,0.8435702057179587,0.44589982690516916
276,9,1738818720,66,98,305,164,5,2,1,1,77,0.655289615264387,0.2951260104846021,0.004449538646783879,0.38344088127782827,0,0.38886402686158383,0.9052721474353892
277,11,1738857420,39,70,243,109,3,3,4,1,42,0.6139458631384505,0.5011468399329609,0.9943436299397624,0.9382974915177886,0,0.12910763183495388,0.7881745256449069
278,11,1738871580,67,118,343,185,2,3,4,0,37,0.8867346521661681,0.32965147226968106,0.8143293558001288,0.3635542950802999,0,0.23996752792636,0.9006535278087123
279,3,1738884240,70,162,486,232,2,3,1,0,87,0.05854028627138441,0.9697492267415924,0.48647127063668205,0.7567174268235375,0,0.5345814674672562,0.8333756331170686
280,11,1738887360,83,187,505,270,1,2,3,1,49,0.8376795120075803,0.4747417417071993,0.6803413702423831,0.9230043510911079,0,0.9162875158297524,0.9739953695868242
281,2,1738899540,39,36,203,75,5,1,3,0,85,0.6778643643051009,0.37215051025214363,0.4765942365907726,0.9703921628814296,0,0.30056149857477965,0.6291010012757868
282,7,1738912260,50,139,341,189,1,3,3,1,22,0.35999279478012935,0.6731654289680367,0.7445862712787308,0.9476741468753561,0,0.2643862040993116,0.2272588470525021
283,6,1738927680,68,104,279,172,3,2,3,1,60,0.2563513425238556,0.6505450568559148,0.13432854581889409,0.5550575977222759,0,0.40655983481013536,0.38956313073298754
284,4,1738944960,56,120,467,176,3,0,4,1,91,0.10480589988155764,0.002439280405267419,0.4463509952340303,0.49188007465087036,0,0.9677544782921464,0.7518792486190812
285,1,1738962840,34,80,271,114,4,1,3,1,50,0.94107417024669,0.618473698300743,0.33553717707286,0.9876405087679863,0,0.8452196744613539,0.15696927880306155
286,10,1738963020,62,91,263,153,5,1,3,0,44,0.1419121033295362,0.2437689747690337,0.45965524349403486,0.21817920458030682,0,0.14966795107469155,0.9298423361790197
287,5,1738975680,65,126,443,191,3,3,3,0,26,0.25943853573088427,0.3752336415879216,0.4504726528603642,0.1875302616847626,0,0.6137532871002641,0.20527891362893147
288,8,1738986240,56,98,330,154,4,0,2,1,71,0.6911071795694699,0.7063488907348443,0.14309394977919432,0.9631822977458351,0,0.7918642033440346,0.8759747381796104
289,5,1739008500,58,115,378,173,3,2,4,1,34,0.7101524378859926,0.5573862210106958,0.9764885707090291,0.6891948218241696,0,0.7680103413702376,0.4837239448385878
290,5,1739009820,50,94,301,144,3,2,2,0,48,0.16076870460259396,0.3686551441550969,0.01549214278812805,0.5363040097981578,0,0.4888454917546158,0.8406201483713408
291,11,1739021940,81,169,442,250,1,0,4,1,25,0.8141311607656276,0.16741035183712405,0.010072944817398843,0.1320497928413057,0,0.7318313856740422,0.958295697477779
292,2,1739028840,38,69,249,107,2,2,3,0,81,0.5102872691763625,0.5054821872477532,0.3734413185336578,0.5132402490163293,0,0.5835866105929837,0.4221474520757248
293,9,1739035920,44,75,200,119,3,3,3,1,73,0.8484566781151089,0.3193660235072032,0.6203763493468175,0.944221153521555,0,0.2014449828522027,0.6966045409179036
294,9,1739037660,55,120,355,175,1,2,4,1,49,0.08728538984754453,0.9129278084080751,0.17965322681492824,0.6028913233486717,0,0.05605364063650864,0.22671760340935176
295,5,1739053200,70,137,408,207,2,2,3,1,26,0.042829999093689675,0.5343466402890507,0.533194003904161,0.4046286224395348,0,0.3694996800503372,0.8007857166785385
296,4,1739060820,28,65,342,93,3,1,3,0,80,0.6369903814943497,0.8659639941704125,0.7227719679634789,0.5511030014651284,0,0.06193900194753987,0.8199256492831074
297,1,1739061960,31,42,208,73,3,0,3,0,42,0.15002379710981684,0.3901810284835113,0.09406060904015112,0.8861450870177845,0,0.3950134039208921,0.29524570403279604
298,12,1739142600,18,11,25,29,5,0,3,1,27,0.5249490457332999,0.8274371637879605,0.9844224080159334,0.9128486611353276,0,0.8288790015707599,0.024140762470689858
299,12,1739152680,55,87,289,142,5,1,2,1,14,0.01410875928450872,0.05653690217207863,0.3367006477392943,0.4000881656528953,0,0.8442941484035814,0.4312052517798246
300,3,1739158200,34,48,352,82,4,2,3,0,37,0.7799292605482002,0.29811902556801495,0.642415413787249,0.608061002434322,0,0.034073921340017854,0.170000534245212
301,1,1739193360,48,102,367,150,1,0,4,0,20,0.8995301701785016,0.07817593304469939,0.1107198581865757,0.27920261268283075,0,0.06953546750949413,0.818551080268873
302,2,1739213460,66,138,355,204,3,3,3,1,37,0.838882761964288,0.03165018071487391,0.7094863887213264,0.4510852961584765,0,0.6698670875912447,0.2610972780171562
303,1,1739230140,43,74,297,117,4,2,4,0,64,0.9583528131504183,0.9188622453231189,0.840456347062486,0.2198826367831429,0,0.49999869494219984,0.9436927925465272
304,10,1739230860,59,134,350,193,3,1,4,1,42,0.9030957546587897,0.7168687443996798,0.10528514233062236,0.5314722618655752,0,0.14935839273039087,0.9718089610768892
305,11,1739242980,49,115,282,164,3,3,2,0,57,0.44401801829036525,0.6251100644684706,0.12586315437006623,0.578240134964662,0,0.8055296177320932,0.9088359240704614
306,2,1739266560,67,125,352,192,3,0,1,0,35,0.3983482084436466,0.532492809411833,0.2810474143872277,0.33783673613077314,0,0.2164961627064219,0.5996144777061743
307,9,1739273940,63,96,316,159,3,3,2,0,51,0.896183667971543,0.569554036216842,0.011935815375329284,0.27211830063864817,0,0.07814925469571077,0.26742800398591593
308,3,1739289660,42,107,240,149,3,1,4,1,88,0.926938795357227,0.6386903813864535,0.9860512943372298,0.15102560663145193,0,0.7495071381000086,0.8072584148330358
309,5,1739293140,51,90,242,141,1,1,4,1,43,0.972835948318037,0.8265797947401032,0.5983840749526497,0.13954366620615977,0,0.608125974631964,0.7015953812080143
310,8,1739294700,73,133,386,206,3,1,3,0,57,0.7683172348427827,0.5968885557955282,0.6075894499635455,0.7114611157141176,0,0.3944427387313236,0.9771683470502623
311,9,1739318040,62,104,307,166,2,3,4,0,18,0.20198882994138034,0.7485807631108824,0.958962169651636,0.22163800357270336,0,0.6927262037835346,0.3772520073162384
312,11,1739323920,29,34,207,63,4,1,1,1,80,0.9449541361107224,0.2809780518297349,0.8320292543194271,0.1179770211065605,0,0.9113806886912028,0.05876799916772013
313,1,1739331600,66,89,237,155,5,3,3,0,40,0.9471414668162196,0.9767617378164721,0.8142429309683494,0.9988716897642888,0,0.034182442766647725,0.9983863288389463
314,3,1739335440,35,75,305,110,3,1,3,1,71,0.6661313639129715,0.03189720843702892,0.33950236990162563,0.259916501889057,0,0.6276794376753354,0.8382636394388755
315,4,1739342880,80,128,316,208,2,1,3,1,47,0.8572802663494847,0.38657659527731547,0.33486339346464544,0.8960483154281321,0,0.2181672970155598,0.2214896882985491
316,4,1739346600,73,192,586,265,5,2,3,0,62,0.5611764211639523,0.8820495515037039,0.29173795981264683,0.6091859537519174,0,0.47413775994138385,0.7256278658996539
317,12,1739347200,60,86,206,146,4,2,2,0,63,0.9441269454117227,0.18052296268619017,0.3466957617763199,0.715070166806815,0,0.4239811288833696,0.0006901750647781979
318,10,1739368680,57,77,219,134,3,1,3,1,40,0.09393639659209119,0.14133809293365796,0.36950876135985056,0.5609189114996354,0,0.38997966783452975,0.5578090578835805
319,4,1739370660,51,102,344,153,1,0,3,0,71,0.8639636964847707,0.3654307668999135,0.14000368898059334,0.1808111950599689,0,0.19035610024746197,0.3628382410016284
320,12,1739374800,67,151,505,218,1,1,4,1,34,0.055503629037139346,0.4281947005168275,0.35594786270209355,0.8470515714526026,0,0.8026499364449822,0.3813330412376269
321,6,1739395740,48,87,309,135,2,2,1,0,65,0.3391070522180205,0.9333940606617277,0.4467470352447276,0.8279727664867842,0,0.37952058492770024,0.2445198061720758
322,7,1739407560,59,117,382,176,2,0,2,1,42,0.13532564261526192,0.836119534708821,0.30934733874665854,0.34968546535026745,0,0.8871962609364799,0.2748452156333441
323,6,1739416920,70,89,298,159,4,0,2,0,56,0.4791350924629122,0.46408963769051415,0.1653469681575478,0.7638506964114639,0,0.35466827294649084,0.4546686638561511
324,2,1739440380,44,65,198,109,3,3,1,1,40,0.23224615799246995,0.972975100881603,0.37341039817849764,0.5430402583444278,0,0.8397133446791534,0.24814503547777556
325,12,1739442300,43,55,205,98,5,0,2,1,50,0.9520723793339971,0.6422784041590643,0.48090777321643585,0.9090491405600647,0,0.5444663315246878,0.4664399468694379
326,1,1739449500,33,21,101,54,3,1,2,0,28,0.5593213336534095,0.8736587319818913,0.7207283866671284,0.8028243713039679,0,0.38562523485979217,0.5773477205704556
327,3,1739456280,35,65,186,100,5,3,2,1,54,0.8977307363037248,0.24605698048682545,0.7112377614746703,0.04099576980203079,0,0.704032214597996,0.7111114228525101
328,3,1739493960,22,5,150,27,3,1,2,1,50,0.27805846905115095,0.4889640742999828,0.2026950310833242,0.8792759721912583,0,0.7866546246034223,0.677145650682818
329,4,1739512560,68,95,253,163,2,1,3,1,39,0.025977559946560813,0.029717213356433292,0.036655395168237126,0.9685664179784899,0,0.4826907902744818,0.24198927310452334
330,2,1739514900,87,145,425,232,4,0,3,0,48,0.7756550036839217,0.008880193266448844,0.30379952180706926,0.7421562026251037,0,0.4254204283835368,0.0391895904281131
331,1,1739516700,80,127,308,207,3,3,2,0,52,0.7023776599719719,0.7054532209394645,0.1571363048589508,0.11991353084706802,0,0.5774189703723221,0.8326818660931307
332,9,1739521680,25,52,238,77,2,2,4,0,37,0.5454916456741936,0.11829362246560071,0.39578847921569404,0.8073758898371202,0,0.5851633785057182,0.8723128429645932
333,12,1739524020,68,128,351,196,3,3,2,1,47,0.8153427297292126,0.5478082371108176,0.9793461191526043,0.6474890426235859,0,0.4254792158546874,0.9788895197332715
334,2,1739529060,80,161,512,241,4,3,3,1,29,0.8400843726481325,0.69600748221002,0.18107137090522096,0.3388263175219802,0,0.7576628784426377,0.9597115572361877
335,4,1739530260,46,97,330,143,2,1,1,0,96,0.5879033080181738,0.03223458622963926,0.31887394342296893,0.8840305511926667,0,0.3997214477538079,0.633814026692984
